Remote Host,Logname,User,Time,Request,Status,Bytes Sent,Referer,User-Agent
152.58.223.145,-,-,[28/Jul/2024:17:02:50 +0000],"GET / HTTP/1.1",304,-,"-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
152.58.223.145,-,-,[28/Jul/2024:17:02:51 +0000],"GET /index.js HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
152.58.223.145,-,-,[28/Jul/2024:17:02:52 +0000],"GET /api/rules HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
152.58.223.145,-,-,[28/Jul/2024:17:02:52 +0000],"POST /botdetected/json HTTP/1.1",200,67,"https://botd.cs14research.in/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
167.71.201.139,-,-,[28/Jul/2024:17:10:15 +0000],"GET /cdn-cgi/trace HTTP/1.1",404,196,"-","Mozilla/5.0"
167.71.201.139,-,-,[28/Jul/2024:17:10:59 +0000],"x16x03x01x01x07x01",400,226,"-","-"
152.58.223.145,-,-,[28/Jul/2024:17:12:45 +0000],"GET / HTTP/1.1",304,-,"-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
152.58.223.145,-,-,[28/Jul/2024:17:12:46 +0000],"GET /index.js HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
152.58.223.145,-,-,[28/Jul/2024:17:12:47 +0000],"GET /api/rules HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
152.58.223.145,-,-,[28/Jul/2024:17:12:47 +0000],"POST /botdetected/json HTTP/1.1",200,67,"https://botd.cs14research.in/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
43.129.169.161,-,-,[28/Jul/2024:17:23:57 +0000],"HEAD /Core/Skin/Login.aspx HTTP/1.1",404,-,"-","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36"
152.58.223.123,-,-,[28/Jul/2024:17:50:48 +0000],"GET / HTTP/1.1",304,-,"-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
152.58.223.123,-,-,[28/Jul/2024:17:50:48 +0000],"GET /index.js HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
152.58.223.123,-,-,[28/Jul/2024:17:50:49 +0000],"GET /api/rules HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
152.58.223.123,-,-,[28/Jul/2024:17:50:50 +0000],"POST /botdetected/json HTTP/1.1",200,67,"https://botd.cs14research.in/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
152.58.223.123,-,-,[28/Jul/2024:17:50:54 +0000],"GET / HTTP/1.1",304,-,"-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
152.58.223.123,-,-,[28/Jul/2024:17:50:56 +0000],"GET / HTTP/1.1",200,1067,"-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
152.58.223.123,-,-,[28/Jul/2024:17:50:56 +0000],"GET /index.js HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
152.58.223.123,-,-,[28/Jul/2024:17:50:57 +0000],"GET /api/rules HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
152.58.223.123,-,-,[28/Jul/2024:17:50:58 +0000],"POST /botdetected/json HTTP/1.1",200,67,"https://botd.cs14research.in/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
135.125.244.48,-,-,[28/Jul/2024:18:11:42 +0000],"GET /.env HTTP/1.1",404,196,"-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
135.125.244.48,-,-,[28/Jul/2024:18:11:42 +0000],"POST / HTTP/1.1",200,6,"-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
152.58.223.123,-,-,[28/Jul/2024:18:23:27 +0000],"GET / HTTP/1.1",304,-,"-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
152.58.223.123,-,-,[28/Jul/2024:18:23:28 +0000],"GET /index.js HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
152.58.223.123,-,-,[28/Jul/2024:18:23:29 +0000],"GET /api/rules HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
152.58.223.123,-,-,[28/Jul/2024:18:23:29 +0000],"POST /botdetected/json HTTP/1.1",200,67,"https://botd.cs14research.in/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
152.58.223.123,-,-,[28/Jul/2024:18:25:32 +0000],"GET / HTTP/1.1",304,-,"-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
152.58.223.123,-,-,[28/Jul/2024:18:25:33 +0000],"GET /index.js HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
152.58.223.123,-,-,[28/Jul/2024:18:25:33 +0000],"GET /api/rules HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
152.58.223.123,-,-,[28/Jul/2024:18:25:34 +0000],"POST /botdetected/json HTTP/1.1",200,67,"https://botd.cs14research.in/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
172.169.3.38,-,-,[28/Jul/2024:18:29:49 +0000],"GET /version HTTP/1.1",404,196,"-","Mozilla/5.0 zgrab/0.x"
152.58.223.123,-,-,[28/Jul/2024:18:33:33 +0000],"GET / HTTP/1.1",304,-,"-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
152.58.223.123,-,-,[28/Jul/2024:18:33:33 +0000],"GET /index.js HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
152.58.223.123,-,-,[28/Jul/2024:18:33:34 +0000],"GET /api/rules HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
152.58.223.123,-,-,[28/Jul/2024:18:33:35 +0000],"POST /botdetected/json HTTP/1.1",200,67,"https://botd.cs14research.in/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
152.58.221.201,-,-,[28/Jul/2024:18:35:16 +0000],"GET / HTTP/1.1",200,1067,"-","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.201,-,-,[28/Jul/2024:18:35:17 +0000],"GET /index.js HTTP/1.1",200,9384,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.201,-,-,[28/Jul/2024:18:35:17 +0000],"GET /api/rules HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.201,-,-,[28/Jul/2024:18:35:17 +0000],"POST /botdetected/json HTTP/1.1",200,67,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.201,-,-,[28/Jul/2024:18:35:18 +0000],"GET / HTTP/1.1",304,-,"-","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.201,-,-,[28/Jul/2024:18:35:18 +0000],"GET /index.js HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.201,-,-,[28/Jul/2024:18:35:18 +0000],"GET /api/rules HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.201,-,-,[28/Jul/2024:18:35:18 +0000],"GET /favicon.ico HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.201,-,-,[28/Jul/2024:18:35:18 +0000],"POST /botdetected/json HTTP/1.1",200,67,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.223.123,-,-,[28/Jul/2024:18:35:24 +0000],"GET / HTTP/1.1",304,-,"-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
152.58.223.123,-,-,[28/Jul/2024:18:35:25 +0000],"GET /index.js HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
152.58.223.123,-,-,[28/Jul/2024:18:35:25 +0000],"GET /api/rules HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
152.58.223.123,-,-,[28/Jul/2024:18:35:26 +0000],"POST /botdetected/json HTTP/1.1",200,67,"https://botd.cs14research.in/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
69.164.217.245,-,-,[28/Jul/2024:18:38:06 +0000],"GET / HTTP/1.1",200,6,"-","Mozilla/5.0 zgrab/0.x"
45.79.172.21,-,-,[28/Jul/2024:18:45:10 +0000],"GET / HTTP/1.1",200,6,"-","Mozilla/5.0 (Macintosh; Intel Mac OS X 13_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36"
167.94.138.52,-,-,[28/Jul/2024:18:47:58 +0000],"GET / HTTP/1.1",200,6,"-","-"
167.94.138.52,-,-,[28/Jul/2024:18:48:09 +0000],"GET / HTTP/1.1",200,6,"-","Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
167.94.138.52,-,-,[28/Jul/2024:18:48:18 +0000],"GET /favicon.ico HTTP/1.1",404,196,"-","Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
167.94.138.52,-,-,[28/Jul/2024:18:48:19 +0000],"PRI * HTTP/2.0",400,226,"-","-"
152.58.223.123,-,-,[28/Jul/2024:18:51:17 +0000],"GET / HTTP/1.1",304,-,"-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
152.58.223.123,-,-,[28/Jul/2024:18:51:18 +0000],"GET /index.js HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
152.58.223.123,-,-,[28/Jul/2024:18:51:19 +0000],"GET /api/rules HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
152.58.223.123,-,-,[28/Jul/2024:18:51:19 +0000],"POST /botdetected/json HTTP/1.1",200,67,"https://botd.cs14research.in/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
152.58.221.34,-,-,[28/Jul/2024:18:52:01 +0000],"GET /index.js HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.34,-,-,[28/Jul/2024:18:52:01 +0000],"GET /api/rules HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.34,-,-,[28/Jul/2024:18:52:02 +0000],"POST /botdetected/json HTTP/1.1",200,67,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.34,-,-,[28/Jul/2024:18:52:03 +0000],"GET / HTTP/1.1",304,-,"-","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.34,-,-,[28/Jul/2024:18:52:03 +0000],"GET /index.js HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.34,-,-,[28/Jul/2024:18:52:03 +0000],"GET /api/rules HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.34,-,-,[28/Jul/2024:18:52:03 +0000],"GET /favicon.ico HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.221.34,-,-,[28/Jul/2024:18:52:03 +0000],"POST /botdetected/json HTTP/1.1",200,67,"https://botd.cs14research.in/","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Mobile Safari/537.36 EdgA/126.0.0.0"
152.58.223.123,-,-,[28/Jul/2024:18:55:56 +0000],"GET / HTTP/1.1",304,-,"-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
152.58.223.123,-,-,[28/Jul/2024:18:55:57 +0000],"GET /index.js HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
152.58.223.123,-,-,[28/Jul/2024:18:55:57 +0000],"GET /api/rules HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
152.58.223.123,-,-,[28/Jul/2024:18:55:58 +0000],"POST /botdetected/json HTTP/1.1",200,67,"https://botd.cs14research.in/","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
152.58.223.123,-,-,[28/Jul/2024:18:56:02 +0000],"GET / HTTP/1.1",304,-,"-","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
80.82.77.202,-,-,[28/Jul/2024:19:00:43 +0000],"x16x03x02x01ox01",400,226,"-","-"
152.58.204.77,-,-,[28/Jul/2024:19:01:34 +0000],"GET / HTTP/1.1",200,1067,"-","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36"
152.58.204.77,-,-,[28/Jul/2024:19:01:34 +0000],"GET /index.js HTTP/1.1",200,9384,"https://botd.cs14research.in/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36"
152.58.204.77,-,-,[28/Jul/2024:19:01:34 +0000],"GET /api/rules HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36"
152.58.204.77,-,-,[28/Jul/2024:19:01:34 +0000],"POST /botdetected/json HTTP/1.1",200,67,"https://botd.cs14research.in/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36"
152.58.204.77,-,-,[28/Jul/2024:19:01:35 +0000],"GET /favicon.ico HTTP/1.1",200,15406,"https://botd.cs14research.in/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36"
152.58.204.77,-,-,[28/Jul/2024:19:01:49 +0000],"GET / HTTP/1.1",304,-,"-","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36"
152.58.204.77,-,-,[28/Jul/2024:19:01:49 +0000],"GET /index.js HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36"
152.58.204.77,-,-,[28/Jul/2024:19:01:49 +0000],"GET /api/rules HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36"
152.58.204.77,-,-,[28/Jul/2024:19:01:49 +0000],"GET /favicon.ico HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36"
152.58.204.77,-,-,[28/Jul/2024:19:01:49 +0000],"POST /botdetected/json HTTP/1.1",200,67,"https://botd.cs14research.in/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36"
152.58.204.77,-,-,[28/Jul/2024:19:01:54 +0000],"GET / HTTP/1.1",304,-,"-","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36"
152.58.204.77,-,-,[28/Jul/2024:19:01:54 +0000],"GET /index.js HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36"
152.58.204.77,-,-,[28/Jul/2024:19:01:54 +0000],"GET /api/rules HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36"
152.58.204.77,-,-,[28/Jul/2024:19:01:54 +0000],"GET /favicon.ico HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36"
152.58.204.77,-,-,[28/Jul/2024:19:01:54 +0000],"POST /botdetected/json HTTP/1.1",200,67,"https://botd.cs14research.in/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36"
152.58.205.228,-,-,[28/Jul/2024:19:06:23 +0000],"GET / HTTP/1.1",200,1067,"-","Mozilla/5.0 (iPad; CPU OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/126.0.2592.100 Version/17.0 Mobile/15E148 Safari/604.1"
152.58.205.228,-,-,[28/Jul/2024:19:06:23 +0000],"GET /index.js HTTP/1.1",200,9384,"https://botd.cs14research.in/","Mozilla/5.0 (iPad; CPU OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/126.0.2592.100 Version/17.0 Mobile/15E148 Safari/604.1"
152.58.205.228,-,-,[28/Jul/2024:19:06:23 +0000],"GET /api/rules HTTP/1.1",200,8340,"https://botd.cs14research.in/","Mozilla/5.0 (iPad; CPU OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/126.0.2592.100 Version/17.0 Mobile/15E148 Safari/604.1"
152.58.205.228,-,-,[28/Jul/2024:19:06:23 +0000],"GET /favicon.ico HTTP/1.1",200,15406,"-","Mozilla/5.0 (iPad; CPU OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/126.0.2592.100 Version/17.0 Mobile/15E148 Safari/604.1"
152.58.205.228,-,-,[28/Jul/2024:19:06:31 +0000],"GET / HTTP/1.1",200,1067,"-","Mozilla/5.0 (iPad; CPU OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/126.0.2592.100 Version/17.0 Mobile/15E148 Safari/604.1"
152.58.205.228,-,-,[28/Jul/2024:19:06:31 +0000],"GET /index.js HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (iPad; CPU OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/126.0.2592.100 Version/17.0 Mobile/15E148 Safari/604.1"
152.58.205.228,-,-,[28/Jul/2024:19:06:31 +0000],"GET /api/rules HTTP/1.1",200,8340,"https://botd.cs14research.in/","Mozilla/5.0 (iPad; CPU OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/126.0.2592.100 Version/17.0 Mobile/15E148 Safari/604.1"
152.58.205.228,-,-,[28/Jul/2024:19:06:32 +0000],"GET / HTTP/1.1",200,1067,"-","Mozilla/5.0 (iPad; CPU OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/126.0.2592.100 Version/17.0 Mobile/15E148 Safari/604.1"
152.58.205.228,-,-,[28/Jul/2024:19:06:32 +0000],"GET /index.js HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (iPad; CPU OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/126.0.2592.100 Version/17.0 Mobile/15E148 Safari/604.1"
152.58.205.228,-,-,[28/Jul/2024:19:06:32 +0000],"GET /api/rules HTTP/1.1",200,8340,"https://botd.cs14research.in/","Mozilla/5.0 (iPad; CPU OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/126.0.2592.100 Version/17.0 Mobile/15E148 Safari/604.1"
152.58.205.228,-,-,[28/Jul/2024:19:06:34 +0000],"GET / HTTP/1.1",200,1067,"-","Mozilla/5.0 (iPad; CPU OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/126.0.2592.100 Version/17.0 Mobile/15E148 Safari/604.1"
152.58.205.228,-,-,[28/Jul/2024:19:06:34 +0000],"GET /index.js HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (iPad; CPU OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/126.0.2592.100 Version/17.0 Mobile/15E148 Safari/604.1"
152.58.205.228,-,-,[28/Jul/2024:19:06:34 +0000],"GET /api/rules HTTP/1.1",200,8340,"https://botd.cs14research.in/","Mozilla/5.0 (iPad; CPU OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/126.0.2592.100 Version/17.0 Mobile/15E148 Safari/604.1"
152.58.223.123,-,-,[28/Jul/2024:19:07:39 +0000],"GET / HTTP/1.1",200,1067,"-","Mozilla/5.0 (iPad; CPU OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/126.0.2592.100 Version/17.0 Mobile/15E148 Safari/604.1"
152.58.223.123,-,-,[28/Jul/2024:19:07:40 +0000],"GET /index.js HTTP/1.1",304,-,"https://botd.cs14research.in/","Mozilla/5.0 (iPad; CPU OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/126.0.2592.100 Version/17.0 Mobile/15E148 Safari/604.1"
152.58.223.123,-,-,[28/Jul/2024:19:07:40 +0000],"GET /api/rules HTTP/1.1",200,8340,"https://botd.cs14research.in/","Mozilla/5.0 (iPad; CPU OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/126.0.2592.100 Version/17.0 Mobile/15E148 Safari/604.1"
